Usahakan ada notifikasi tentang bank dan masalah gangguan jadi kita selaku pengguna tau bank mana saja yang sedang gangguan biar tidak terganggu juga aplikasi blunya apalagi transaksi sudah berhasil, setelah tranfer, riwayat hilang. Mohon perbaiki layanannya min.	negative
Dulu cukup sering pake blu, sekarang sudah gak pake lagi, sering gangguan terutama pengiriman lewat BCA Dan bsi sering2 gangguan, seharus nya dgn ada nya biaya admin bisa lebih meningkatkan pelayanan , ini malah tambah jeblok 	negative
g ada fitur search nama penerima transfernya. Dan blum sepenuhnya gratis seperti sebelah	neutral
aplikasi blu indonesia mudah di gunakan, nyaman dan aman. Awalnya, fiturnya banyak dan lengkap tapi sekarang berkurang. Dan hari ini kenapa tidak bisa melakukan transaksi?	positive
 blu˜•blu˜ˆ Saya kecewa semakin kesini lama bgt dan banyak gangguan. Saya mengusulkan tolong ada tombol batal transaksi jangan ke email dulu, jadi agak ribet dan menyulitkan prosesnya. Masalahnya uang trf nya ga sedikit. Penanganan protes juga lama.	negative
5 bintang, untuk transfer antar banknya oke, cepet, ga kalah sama app sebelah. Hanya yg perlu diperbaiki untuk verifikasi foto kameranya hasilnya kurang fokus seperti dizoom. Tingkatkan trs layanannya, mantap..!! blu‘blu‘blu‘blu‘blu‘blu‘	positive
Penggunaan blu! sejauh ini mudah karena bisa jadi perantara antar bank dan ewallet. Biaya adminnya juga rendah tidak seperti klo kita transfer manual antar bank. Bagus banget aplikasinya solutif banget buat kita yg punya banyak rekening/acc ewallet.	positive
blu˜Luar biasa !!! Sangat membantu, transaksi nya lebih cepat via Virtual Account dan untuk via transfer bank tidak kalah cepat juga sih antara 1-10 menit .. biaya transaksi nya juga luar biasa murah pisan !! Sekedar saran untuk bukti transaksinya lebih baik lagi resolusi nya soalnya kalo menggunakan printer bluetooth hasilnya kurang memuaskan .. Terima kasih! Sukses terus blu! Indonesia .	positive
Skrg blu sdh gak se nyaman dulu. Trf sdh kena biaya sering gangguan juga. Mohon di perbaiki	neutral
Sangat mengecewakan dan tidak recommended, di saat perlu uang buat berobat, transfer melalui blu! Malah bermasalah, penanganannya lama sudah hampir 24 jam juga belum terselesaikan, sistem nya sangat buruk menurut saya!!! Skrg transfer lain bank dikenakan biaya tapi sistemnya malah semakin buruk!!! Jadi trauma & kapok menggunakan aplikasi blu! Lagi.. Lama2 customer nya banyak yg meninggalkan aplikasi ini & pindah ke aplikasi sebelah..	negative
Baru beberapa hari pake, rasanya agak ga puas dengan blu! oke, Fitur yang membantu itu adalah top up tanpa biaya admin, top up minimalnya paling rendah, dan tampilannya keren. Tapi kekurangannya yang paling parah, kyj klo update saldo kurang akurat, ringkasan bank yang ngaco, malah ada 2 kali transakasi yang sama, top up via virtual account yang butuh proses yang lama, dan kalau mau trf ke bank lain selalu gagal saat pembayaran manual.	neutral
Aplikasi yang bagus sekali. Proses verifikasi lancar, pengaturan kartu debit yang mudah Dan cepat, transfer yang mudah dan notifikasi bisa diterima lewat WhatsApp, memudahkan saya mengelola rekening saya selama tinggal diluar negeri. blu menyediakan transfer international Juga... Oh iya, aplikasi ini tidak bisa dibuka pada saat menggunakan bahasa selain bahasa indonesia di telepon genggam. Overall Okay Sukses selalu..	positive
Terimakasih blu, sangat membantu dalam bertransaksi. Transfer antar Bank Real-time Online, jikapun manual juga tidak menunggu lama, Top Up Dompet Digital juga mudah dan gratis (kalau bisa tambah OVO & ShopeePay biar lebih lengkap), bayar tagihan, isi pulsa, dll. Overall puas dengan blu Indonesia. Sukses selalu blu˜Š	positive
Aplikasi yang sangat membantu, bisa mengurangi tingkat pengeluaran walaupun hanya biaya admin blu˜†. Saran aja, mungkin bisa di beri point di setiap tingkat transaksi, lalu pointnya bisa d tukar, karna pengguna seperti saya lumayan masif transasksinya . blu˜	positive
Aplikasi yang sangat membantu, dalam hal transfer mentransfer sangat mudah dan cepat, tidak diragukan apabila memakai aplikasi ini, saat top up juga gampang, aplikasi canggih blu adalah aplikasi millenial zaman sekarang sangat membantu memudahkan pekerjaan manusiablu‘blu»blu‘blu»sukses terus blu dan tingkatkan kualitas semakin lebih baik lagi!!!blu‘	positive
